"Trace Number","Position","Number of points per trace","Elevation data","Total odometer ticks","# bytes/point","Time Sampling Interval (ps)","# of stacks","GPS X Position","GPS Y Position","GPS Z Position","Receiver X Position","Receiver Y Position","Receiver Z Position","Transmitter X Position","Transmitter Y Position","Transmitter Z Position","Timezero adjustment","Zero Trace Flag","Time of Day","Comment flag","Comments","RX_YAW (degrees)","RX_PITCH (degrees)","RX_ROLL (degrees)","TX_YAW (degrees)","TX_PITCH (degrees)","TX_ROLL (degrees)",
1,0.000,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,-0.500,0.000,0.000,0.500,0.000,63.500,"0x0",38148.6015625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
2,0.250,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,-0.250,0.000,0.000,0.750,0.000,63.500,"0x0",38161.515625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
3,0.500,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,0.000,0.000,0.000,1.000,0.000,63.500,"0x0",38194.9453125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
4,0.750,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,0.250,0.000,0.000,1.250,0.000,63.500,"0x0",38206.3125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
5,1.000,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,0.500,0.000,0.000,1.500,0.000,63.500,"0x0",38215.609375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
6,1.250,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,0.750,0.000,0.000,1.750,0.000,63.500,"0x0",38227.296875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
7,1.500,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,1.000,0.000,0.000,2.000,0.000,63.500,"0x0",38234.83984375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
8,1.750,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,1.250,0.000,0.000,2.250,0.000,63.500,"0x0",38280.8359375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
9,2.000,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,1.500,0.000,0.000,2.500,0.000,63.500,"0x0",38293.50390625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
10,2.250,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,1.750,0.000,0.000,2.750,0.000,63.500,"0x0",38300.09375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
11,2.500,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,2.000,0.000,0.000,3.000,0.000,63.500,"0x0",38307.17578125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
12,2.750,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,2.250,0.000,0.000,3.250,0.000,63.500,"0x0",38312.86328125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
13,3.000,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,2.500,0.000,0.000,3.500,0.000,63.500,"0x0",38340.21875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
14,3.250,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,2.750,0.000,0.000,3.750,0.000,63.500,"0x0",38351.96484375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
15,3.500,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,3.000,0.000,0.000,4.000,0.000,63.500,"0x0",38357.4921875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
16,3.750,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,3.250,0.000,0.000,4.250,0.000,63.500,"0x0",38364.046875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
17,4.000,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,3.500,0.000,0.000,4.500,0.000,63.500,"0x0",38369.43359375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
18,4.250,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,3.750,0.000,0.000,4.750,0.000,63.500,"0x0",38376.578125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
19,4.500,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,4.000,0.000,0.000,5.000,0.000,63.500,"0x0",38381.69921875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
20,4.750,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,4.250,0.000,0.000,5.250,0.000,63.500,"0x0",38388.1953125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
21,5.000,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,4.500,0.000,0.000,5.500,0.000,63.500,"0x0",38393.61328125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
22,5.250,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,4.750,0.000,0.000,5.750,0.000,63.500,"0x0",38402.76953125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
23,5.500,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,5.000,0.000,0.000,6.000,0.000,63.500,"0x0",38408.2109375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
24,5.750,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,5.250,0.000,0.000,6.250,0.000,63.500,"0x0",38414.5078125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
25,6.000,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,5.500,0.000,0.000,6.500,0.000,63.500,"0x0",38420.25390625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
26,6.250,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,5.750,0.000,0.000,6.750,0.000,63.500,"0x0",38426.5078125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
27,6.500,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,6.000,0.000,0.000,7.000,0.000,63.500,"0x0",38431.37109375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
28,6.750,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,6.250,0.000,0.000,7.250,0.000,63.500,"0x0",38436.44140625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
29,7.000,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,6.500,0.000,0.000,7.500,0.000,63.500,"0x0",38441.15625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
30,7.250,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,6.750,0.000,0.000,7.750,0.000,63.500,"0x0",38447.05078125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
31,7.500,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,7.000,0.000,0.000,8.000,0.000,63.500,"0x0",38451.96875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
32,7.750,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,7.250,0.000,0.000,8.250,0.000,63.500,"0x0",38456.9375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
33,8.000,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,7.500,0.000,0.000,8.500,0.000,63.500,"0x0",38462.51953125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
34,8.250,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,7.750,0.000,0.000,8.750,0.000,63.500,"0x0",38468.875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
35,8.500,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,8.000,0.000,0.000,9.000,0.000,63.500,"0x0",38474.35546875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
36,8.750,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,8.250,0.000,0.000,9.250,0.000,63.500,"0x0",38482.87890625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
37,9.000,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,8.500,0.000,0.000,9.500,0.000,63.500,"0x0",38489.125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
38,9.250,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,8.750,0.000,0.000,9.750,0.000,63.500,"0x0",38496.31640625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
39,9.500,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,9.000,0.000,0.000,10.000,0.000,63.500,"0x0",38502.48828125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
40,9.750,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,9.250,0.000,0.000,10.250,0.000,63.500,"0x0",38509.68359375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
41,10.000,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,9.500,0.000,0.000,10.500,0.000,63.500,"0x0",38640.5859375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
42,10.250,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,9.750,0.000,0.000,10.750,0.000,63.500,"0x0",38646.15234375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
43,10.500,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,10.000,0.000,0.000,11.000,0.000,63.500,"0x0",38656.10546875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
44,10.750,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,10.250,0.000,0.000,11.250,0.000,63.500,"0x0",38663.078125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
45,11.000,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,10.500,0.000,0.000,11.500,0.000,63.500,"0x0",38684.296875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
46,11.250,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,10.750,0.000,0.000,11.750,0.000,63.500,"0x0",38691.578125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
47,11.500,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,11.000,0.000,0.000,12.000,0.000,63.500,"0x0",38697.75390625,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
48,11.750,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,11.250,0.000,0.000,12.250,0.000,63.500,"0x0",38705.8359375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
49,12.000,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,11.500,0.000,0.000,12.500,0.000,63.500,"0x0",38719.24609375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
50,12.250,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,11.750,0.000,0.000,12.750,0.000,63.500,"0x0",38726.8671875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
51,12.500,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,12.000,0.000,0.000,13.000,0.000,63.500,"0x0",38737.6171875,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
52,12.750,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,12.250,0.000,0.000,13.250,0.000,63.500,"0x0",38742.953125,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
53,13.000,625,0.000,0,2,800.000,64,0.0000000,0.0000000,0.0000000,0.000,12.500,0.000,0.000,13.500,0.000,63.500,"0x0",38749.18359375,0,"",89.95437383556699729,0,0,89.95437383556699729,0,0,
