"","TRACE",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
"","Position (m)",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
"Point","Time (ns)"
31,-4.15999999999999126,-321,-307,-264,-399,-449,1845,1331,-499,-151,-392,1317,2057,1871,-356,-452,-2821,-375,-400,-447,-283,-280,-311,-721,29,3072,977,831,-245,192,4378,4318,1484,-455,-609,414,134,1289,2122,853,3107,732,1879,-356,-175,-425,-374,-349,-469,-480,-461,-385,2091,-514,-374,-385,-395,-353,-341,-412,-406,-342,-298,-404,-246,-408,39,-439,2036,892,1714,134,2167,1667,-275,1327,2128,2125,1835,-279,1780,-292,-423,-241,-268,-263,-291,57,-501,1628,2308,2342,40,2398,1040,1061,-753,118,-218,332
32,-0.9599999999999909717,1652,1666,-982,-457,214,2222,1989,31,605,-736,1611,2688,3207,-433,-139,-1006,1875,2443,2498,1851,1910,1774,2764,3030,16010,11065,13143,11101,8568,19381,16077,20276,7299,8405,11239,11796,17967,13314,10169,15577,10281,3008,2130,2160,2035,1818,884,366,1553,895,532,2806,1377,2169,1053,-447,-574,-700,-416,-52,310,1743,1902,1801,2359,96,-235,2122,1246,1611,-111,2513,2825,465,1689,3053,2102,1994,-569,2095,1371,2436,2229,-579,-650,-536,-326,375,1344,2218,3811,2600,4767,2877,3604,1163,1187,2011,3802
33,2.240000000000009095,6061,5945,2604,4517,9011,9237,11274,8357,10004,4976,10424,11447,12120,4263,6108,1074,6374,8352,8973,5324,5580,5448,16452,8613,30497,28158,27295,27303,28263,30257,30543,28261,28364,27970,28093,27519,27793,28543,28155,29321,28157,13221,10819,8080,7210,7558,5668,7775,8983,7524,6977,10989,9338,7270,6408,5243,4652,4280,5162,5319,4568,5314,6704,6183,7156,5769,6362,9798,7864,7565,5206,8842,9732,4118,8018,10006,7190,7679,3424,8257,5494,8767,5053,3223,2963,3931,4493,7556,5429,6873,7395,14559,9180,7390,7258,14730,10547,7806,16459
34,5.440000000000009273,31164,31164,28576,28446,28346,30783,30176,28356,28700,28450,30147,30874,30680,28468,28392,28665,31119,31016,30986,31441,31168,31148,30593,31362,29188,26848,25986,25994,26953,28947,29232,26950,27054,26661,26784,26210,26483,27234,26845,28013,26846,30660,30507,30862,31070,30611,29783,28899,30241,29610,29319,30875,29876,31066,30060,28420,28450,28482,28425,28406,29633,31168,31101,31089,31067,28969,28385,30875,29742,30475,28941,30967,30463,29882,30105,30881,30931,30633,28500,30524,30301,30983,31158,28591,28522,28475,28843,28280,30394,31112,32574,28682,32767,32767,32767,27935,28845,32767,32767
35,8.64000000000000945,29853,29855,27265,27135,27034,29472,28863,27044,27393,27140,28837,29564,29370,27159,27081,27354,29808,29706,29676,30132,29857,29837,29285,30053,27879,25539,24677,24684,25643,27637,27922,25640,25745,25351,25476,24901,27140,25926,25537,26705,25537,29351,29199,29553,29768,29305,28474,27588,28933,28300,28010,29568,28565,29756,28750,27110,27140,27172,27116,27097,28323,29857,29792,29781,29759,27657,27076,29565,28433,29167,27632,29659,29154,28573,28797,29571,29623,29326,27192,29217,28993,29674,29846,27283,27213,27167,27536,26970,29084,29805,31268,28177,32767,32767,31796,26627,27538,32455,32767
36,11.84000000000001052,28542,28544,25955,25822,25724,28164,27557,27394,26586,25829,27527,28254,28060,25849,25770,26044,28498,28396,28366,28822,28546,28528,27976,28743,26571,24231,25973,25974,24333,27467,26624,24330,24434,26644,26761,25630,28452,26983,24227,25684,24227,28043,27890,28245,28463,27996,27164,26279,27623,26993,26702,28260,27255,28446,27442,25800,25831,25859,25806,25788,27015,28546,28483,28472,28450,26348,25765,28256,27125,27857,26323,28350,27846,27265,27490,28261,28315,28681,25882,27905,27686,28366,28537,25975,25904,25859,26226,27915,27776,28498,29960,29490,32507,32167,30487,25391,26231,31148,31662
37,15.04000000000000981,27230,27234,26523,27118,27035,29403,28850,28704,27896,24523,28349,29529,29283,24540,24460,24733,27188,27086,27056,27513,27235,27219,26666,27434,-32767,24649,-13762,26957,25401,-32767,-32767,-32767,25256,27955,28073,26942,-32767,3346,25522,-7345,23390,26734,26580,26936,27150,26687,25855,24969,26312,25681,25393,26950,25945,27136,26132,25832,25778,24553,24496,24477,25706,27239,27176,27163,27139,25035,24454,29488,28432,29153,25230,27508,29137,25957,28503,29554,29627,29994,26101,27027,26378,27060,27228,25811,25959,25537,27287,29227,27985,27191,28655,-32767,31202,31068,29179,26274,24924,29841,30354
38,18.24000000000000909,25919,25922,27835,28429,-32767,-32767,-32767,-32767,-32767,25838,-16613,-32767,-32767,25799,25751,23800,27893,27835,26768,26203,28043,26569,25816,17680,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,21499,25625,25842,25375,24774,23660,24691,24372,24077,-32767,24914,28338,27444,27143,27090,25812,25727,25590,24918,25930,25867,25883,25950,15392,25743,-32767,-32767,-31546,14524,-32767,-32767,26042,-13635,-32767,-31147,-30999,27414,-25554,25250,25753,25920,26435,27272,26850,19836,-32767,-32767,-32767,-32767,-32767,-32767,2242,-4465,-32767,-32767,28534,6042
39,21.44000000000001194,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,25110,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32101,-32767,-32767,-32767,-32767,-32767,-32767,-32767
40,24.64000000000001123,-32767,-32767,-32767,-32767,-32767,-32202,-32754,-32767,-32767,-32767,-32767,-32072,-32318,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-31831,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32110,-32767,-32446,-32767,-32767,-32457,-32767,-32767,-32043,-31966,-31763,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32371,-32767,-32767,-32767,-30790,-32767,-32767,-32767,-32767,-32767,-32767,-32767
41,27.84000000000001052,-32767,-32767,-32767,-32767,-32767,-30893,-31444,-31583,-32396,-32767,-31943,-30760,-31005,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32399,-32767,-32767,-32767,-32767,-31504,-32353,-32767,-32767,-32328,-32211,-32767,-30519,-31989,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-30797,-31851,-31134,-32767,-32767,-31145,-32767,-31780,-30730,-32614,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-31058,-32291,-32767,-32767,-29937,-32767,-32767,-32767,-32767,-32767,-32767,-32767
42,31.04000000000000981,-32767,-32767,-32453,-31856,-31942,-29580,-30134,-30272,-31084,-32767,-30628,-29448,-29694,-32767,-32767,-32767,-32396,-32453,-32767,-32767,-32247,-32767,-32767,-32263,-31088,-32767,26503,-11074,-32767,-26937,-29692,18893,-32767,-23111,-30147,-18040,32767,-18800,-32767,-31974,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-31951,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-29483,-30537,-29820,-32767,-31460,-29831,-32767,-30467,-29859,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-31686,-29745,-30980,-32767,-32767,17530,-32767,-32767,-32767,-32767,-32767,-32767,-32767
43,34.24000000000000909,-32767,-32767,-31156,-30429,32292,-23660,-11618,32767,22365,-32767,-29317,-28460,-25156,-32767,-32767,-32767,-31086,-31142,-32208,-32767,-30936,-32407,-32767,-30952,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,31260,-32244,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32339,-32767,-30641,-32447,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32767,-32653,-32767,-27191,1384,-17829,-32423,-30065,-17933,-32767,-29153,-30105,-32767,-27791,-32767,-32767,-32767,-32767,-32767,-32127,-31699,-32123,-30373,32767,-11816,-32767,-32767,32767,-32767,-32767,-32767,32767,11624,-32767,-32767
44,37.44000000000001194,-31752,-31748,32767,32767,32767,32767,32767,32767,32734,32767,32767,32767,32767,32767,32767,-32767,-29777,-29830,-30896,-32767,-29625,-30495,-30140,-27756,32767,32767,32767,31714,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32680,32767,-19106,-28137,-32767,-21476,-385,17538,-15603,223,7420,32767,-6264,-29693,-8577,31281,32767,32767,32767,32767,4809,-31687,-31821,-30963,-31715,32084,32767,32767,32767,32767,32767,32767,32767,295,32767,32767,31352,31873,27499,32767,-12173,-31904,-31755,32089,32767,32767,32767,32767,32767,31963,-5893,32767,-32767,-32767,-32767,32767,30249,-32767,-31647
45,40.64000000000001478,32767,32767,32767,32409,32767,32767,32767,32712,31581,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,27326,32767,32767,32767,32767,32767,32767,32484,31820,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32576,31133,31465,32767,32373,32767,30512,31199,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32716,32767,28391,32767,32767,32767,32767,32384,32767,32767,32767,32767,32767,32767,32273,32767,-7441,-32767,5264,32767,31659,-32678,-28855
46,43.84000000000001052,32767,32767,32767,32005,32618,32767,32767,32767,31625,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,30223,31015,32767,31500,32767,30214,32109,32767,32767,32767,32678,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,29572,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,26992,24761,22009,32767,32767,32767,32767
47,47.04000000000001336,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,-8372,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,30609,31068,32767,31500,32767,32025,32767,32767,32767,32767,32678,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,31853,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,17993,28443,26417,23672,32767,32767,32767,32767
48,50.24000000000000909,32767,32767,32767,32767,32767,32767,32767,-5870,21562,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,-28116,-25991,32767,14543,32767,32767,32767,-22858,-28031,-15636,-24038,-17313,32767,31287,32767,32767,32767,32767,32767,32767,32767,32767,32767,31506,31068,32767,31538,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,22928,32767,32767,32767,32767,32767,32767,32767,32767,32767,-21323,32767,32767,32767,-26148,30090,28635,25583,32767,32767,32767,32767
49,53.44000000000001194,32767,32767,-6457,-27945,-29458,-23644,-24580,-28226,-29336,32767,-14252,-25652,-23511,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,-24177,-22248,-26426,-24038,-13416,-20724,-21009,-24481,-11064,-21646,-26141,-28635,-23200,-22479,-27316,-25676,26238,32767,32767,32767,32767,32767,32767,32767,32767,32321,31070,32767,32767,32767,32767,5431,9200,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,-20725,-25193,-24037,32767,28996,-23432,32767,-16196,-21700,-24629,-24488,-1738,31101,32767,32767,32767,9422,4753,13449,-21913,-28883,1163,32767,32767,-24885,31826,25918,27671,-15482,32767,32767,32767
50,56.64000000000001478,32767,32767,-23237,-26172,-27681,-24161,-23887,-26562,-27503,-25511,-25096,-24971,-24163,-23491,-26542,29654,-8498,-8661,16842,32767,-10808,25934,31093,-2852,-25164,-24145,-25808,-21909,-18138,-21567,-22031,-25837,-22231,-20029,-23519,-26512,-24596,-22238,-25739,-25289,-26023,8540,32767,32767,32767,32767,32767,32767,32767,32767,32462,12362,28611,-23666,-26093,-24451,-22951,-20921,-23291,-24844,24575,32767,32767,32767,32767,-26772,-23722,-21039,-23338,-22832,-25293,-23826,-22779,7164,-22404,-21101,-23615,-23314,-27223,-21988,32767,32767,32767,-26254,-25638,-26162,-26664,-26978,-24831,32767,32767,-26071,32767,-2099,27200,-24756,32767,32767,32767
51,59.84000000000001052,-24564,-24558,-21941,-24066,-28345,-25396,-25240,-27539,-28366,-24045,-25366,-26069,-25199,-23200,-25259,-24877,-22153,-21543,-22026,14652,-21839,-21641,-20418,-20210,-26331,-24859,-26102,-22881,-19451,-22426,-22677,-26762,-23744,-21116,-23503,-26667,-25728,-23589,-26147,-25917,-27119,-25408,-17755,-14459,21580,-24303,-25843,-24428,13822,10291,5047,-28268,-27322,-23807,-23785,-22563,-21128,-20142,-23483,-27759,-26070,-19318,-16609,-19953,-23812,-26351,-23123,-22054,-24003,-23590,-24588,-25306,-24305,-22296,-22804,-22731,-25296,-24673,-25482,-22533,-20702,-21258,-20895,-25275,-24459,-24678,-25213,-27616,-25793,-10652,25349,-27150,32615,-4477,13236,-24877,2697,32767,32767
52,63.04000000000001336,-25919,-25913,-23332,-24808,-28985,-26469,-26477,-28602,-29343,-25041,-26261,-27190,-26261,-24101,-26124,-23360,-23343,-23002,-23420,-21725,-22974,-22812,-22036,-21955,-27388,-25420,-26534,-24108,-20612,-23271,-23194,-27218,-25086,-22269,-23802,-26797,-26631,-24875,-26612,-26440,-28118,-26400,-24594,-23843,-25097,-26021,-28040,-29210,-28562,-30252,-30443,-28268,-27310,-23855,-24473,-23488,-22086,-20910,-24315,-28177,-26664,-20534,-18601,-21335,-24935,-27448,-24678,-23289,-24919,-24484,-25872,-26744,-25927,-23706,-24003,-24399,-27091,-22051,-15283,-12217,-21994,-22576,-22805,-26921,-25739,-25615,-25937,-28352,-26798,-28793,-484,-28151,19093,5191,13883,-21578,-29597,32767,-10825
53,66.24000000000000909,-27184,-27180,-24653,-25845,-29676,-27363,-27600,-29760,-30411,-25968,-27094,-28258,-27297,-24984,-26984,-24441,-24569,-24407,-24697,-22791,-24057,-24006,-23705,-23878,-28235,-25985,-27321,-25237,-21730,-24255,-23735,-27460,-25908,-23561,-24679,-27160,-27363,-26067,-27364,-26994,-28870,-27264,-25741,-25104,-26309,-27520,-29615,-29770,-28562,-30252,-30443,-28353,-27571,-24288,-25482,-24538,-23115,-21967,-25257,-28638,-27416,-21820,-20139,-22885,-26168,-28589,-26201,-24628,-26109,-25424,-27037,-28107,-27522,-25064,-25176,-25955,20331,32767,26086,-4221,-23291,-24028,-24325,-28409,-26870,-26455,-26668,-29238,-27851,-29732,-18590,-17635,4520,26379,23650,-22532,-30437,-25583,-22962
54,69.44000000000001194,-28338,-28335,-25889,-27055,-30522,-28129,-28639,-30990,-31552,-26917,-27970,-29264,-28279,-25943,-27868,-25457,-25691,-25505,-25766,-23963,-25066,-25191,-25323,-25782,-28955,-26643,-28404,-26097,-22825,3712,-24503,-27798,-26245,-24994,-26132,-27854,-28033,-27145,-28424,-27679,-29498,-28043,-26723,-26197,-27389,-28661,-30188,-29770,-28562,-30252,-30567,-29324,-28291,-25143,-26688,-17743,-21079,-23199,-26413,-29288,-28357,-23172,-21869,-24604,-27492,-29774,-27505,-25967,-27489,-26489,-28108,-29394,-28923,-26317,-26364,-16181,32767,32767,32767,-8484,-24608,-25477,-25767,-29635,-27870,-27274,-27476,-30280,-28946,-30627,-28269,-10032,-735,32420,28977,-24871,-31341,-26791,-24582
55,72.64000000000001478,-29365,-29361,-26755,-20232,-27269,-28881,-29638,7489,10114,-27933,-28920,-22179,-28443,-26981,-28810,-26476,-26704,-26377,-26710,-25234,-26098,-26323,-26865,-27414,-29618,-27325,-1123,29779,-23708,19498,-25627,-26521,-26457,-9779,-12764,-28323,-26093,-27684,-29683,-28567,-30153,-28860,-27655,-27233,-28358,-29186,-30188,-29770,-28562,-30698,-31943,-30949,-29357,-26269,-5007,11937,-537,-24567,-27721,-30243,-29367,-24529,-23700,-26385,-28756,-30897,-28580,-27211,-26566,-26913,-29137,-30565,-30051,-27481,-27552,10589,22419,9203,14845,-12490,-25932,-26839,-27078,-23599,-28815,-28146,-28397,-10822,-30064,-31516,-31987,-5832,-462,31438,28156,-25978,-32335,-28014,-26062
56,75.84000000000001762,-30271,-30266,10350,28030,19396,-17403,-8684,32767,32767,-28216,-13226,27568,13765,-28042,-29849,-27489,-27613,-27188,-27608,-26502,-27184,-27457,-28338,-28674,-17579,-25401,32767,32767,-15999,-10853,-24550,-25217,-24288,5037,32767,15024,-11401,-21538,-26475,-20069,-28302,-29862,-28603,-28340,-29153,-29358,-30188,-29770,-28992,-32445,-32767,-32689,-30595,-12169,32767,19458,-2910,-24276,-29052,-31386,-30410,-25823,-25442,-28083,-29945,-31908,-27660,1825,6481,-5130,-30216,-31586,-10865,-28551,-9238,6008,-12984,-18607,-8716,-13542,-27208,-28076,-28233,14151,-15531,-27783,-11880,32767,-4263,-31961,-31179,392,903,30448,17880,-20042,-31479,-29235,-27357
57,79.04000000000002046,-31127,-31122,18063,32767,32767,14116,8885,29186,32767,-3487,17439,32767,30436,-21753,-2298,-28487,-14729,-17548,-28546,-27700,-5362,-27705,-29617,-18441,18442,-4729,32767,23289,-19827,-23323,-14401,-4163,-22657,-1073,32767,32767,13109,3997,25246,17737,-6778,-22726,-29123,-29320,-29753,-29141,-29051,-28317,-29835,-12038,-23404,15467,13812,32767,32767,10024,-8274,-20033,-1251,-313,-21313,-27038,-27002,-29538,-31078,7059,-1050,12173,21800,8495,-21051,-12314,10918,-21243,5989,-10508,-29776,-28240,-17411,-13916,-27579,-26080,-29241,16663,4552,-562,20475,32767,19621,-15050,-23973,8018,456,29458,4228,-7549,-29985,-30423,-28474
58,82.24000000000000909,-15612,-15719,-1321,23693,26448,20321,10653,13243,15500,4132,23192,19865,18702,4362,21746,-1449,15574,7712,-8918,-26418,12714,-6032,-19851,-9423,28195,24060,19500,-7828,-18272,-21828,-3492,19500,-15924,-5351,32767,32767,25472,12065,32767,29292,20794,8978,-15720,-27602,-27728,-22299,-4301,-22713,-14873,32071,20005,32767,32767,32767,20501,-6321,-9033,-8274,15344,32767,16800,-25628,-25757,-7198,2349,30604,3148,6581,17502,11489,-1938,7792,11805,-10282,5462,-18809,-27826,-26477,-17731,-16348,-24797,-7845,-15567,-717,5120,13202,28526,32767,19013,1065,-11495,13868,-3057,7880,-5763,7401,-16050,-31562,-29415
59,85.44000000000001194,11646,11537,-12694,6686,17851,19216,11950,6622,6997,3533,19464,8351,9589,13184,22852,10070,12448,6386,-245,-19673,10474,735,-5601,-8831,18103,23271,4215,-15141,-16799,-5576,7715,17947,4977,-4527,14472,31761,27756,16270,32357,25143,18821,16147,2237,-6407,-15777,11380,13606,6421,17074,24050,32647,32767,32767,32767,-5629,-13572,-7073,135,13307,32767,23775,-22325,-24342,-6733,14825,20598,-4141,1606,8571,14070,8788,13397,8463,-3762,2609,-16174,-25976,-24054,-17219,-15981,-16813,-3886,-7251,-7684,4643,16139,25079,21987,12690,9783,348,16556,-7345,-11095,-12172,17004,5294,-30035,-27749
60,88.64000000000001478,19616,19613,-11106,-2018,12436,19690,16115,3144,1277,6960,17905,4173,7724,10002,14131,7430,6799,-1154,5653,-5749,4611,2005,-4352,-6588,10588,18321,-2044,-15804,-15457,4682,17118,11208,18275,1802,-7897,18762,27425,17924,13836,18502,12900,12289,6629,5969,4905,23703,8422,18671,23044,12850,32767,32767,32767,12896,-16766,-14975,-6119,-3707,3844,29363,20270,-9474,-22755,-15293,11483,8661,-5813,768,1652,13741,15390,15645,7727,2627,4885,-6713,-17125,-9853,-16074,-11533,-7824,-5040,-4435,-4005,9575,17056,19979,11513,8675,12467,7840,15220,-10637,-23549,-16731,18275,13270,-4209,-16278
61,91.84000000000001762,18636,18671,-3237,-7821,5619,20071,18529,-730,-4258,10480,15134,2350,6539,7829,7480,5356,7235,5360,12054,2528,2901,4682,-3284,2166,9573,16450,-7443,-16218,2648,2961,17930,13542,24280,5109,-20264,4483,22357,15298,2368,10294,10127,8833,8348,9630,13174,19975,7116,25246,21734,16851,32767,3947,1985,-7436,-21257,-12741,-4812,-4756,-3002,16726,13600,-917,-21065,-14472,5860,7200,1089,862,-2470,8404,19505,17470,9951,8255,10957,7310,2838,6230,-11801,-3936,1930,-2365,1132,3670,15034,16496,13222,-420,5609,11916,10155,10014,-11352,-28022,-19496,14090,13082,10270,-3752
62,95.04000000000002046,17777,17815,5251,-12141,-3358,14391,14248,-1931,-6230,11309,7911,1573,3523,8548,3456,6701,9108,14214,16566,4513,4068,8298,4444,11940,8005,7627,-12331,-7977,15598,2002,6689,13946,20620,5721,-20923,-10052,11825,13829,-5920,-133,9386,6825,10768,13939,16507,15724,18989,32767,20583,14172,5205,-19876,-19612,-21108,-19723,-7937,-3146,-2937,-1524,3680,5641,4992,-8365,-3933,7464,6581,10252,963,-7127,1644,18854,17281,11702,12045,12354,15897,15990,12581,-6003,3136,10023,3156,9046,11884,16125,12744,3436,-8081,2113,10118,8856,4869,-9544,-26982,-19969,6934,9798,9776,3561
63,98.24000000000000909,16169,16215,12192,-10994,-8496,7080,9511,-2058,-4973,7090,1522,2348,2036,5559,146,7730,8207,14946,15649,5659,5178,9522,14764,17569,7676,-1756,-15206,2989,16563,996,-4008,2028,17510,6506,-21845,-19331,3762,11823,-11285,-6797,7403,4907,14386,18753,18645,16332,32610,31289,13397,-7300,-23608,-22137,-21536,-22111,-15048,-3852,-1549,-3348,-1076,-8269,-1333,10220,7936,8706,8319,3692,14516,3587,-7083,-1497,13141,14258,13917,14608,9466,18755,20440,12473,-1318,5471,14104,9295,15765,16328,13171,6324,-3686,-10729,184,7581,5917,535,-6514,-23000,-18415,1036,6038,7826,10830
64,101.4400000000000119,11457,11466,13134,-5952,-10491,870,5017,-1491,-3624,2443,-3333,1251,1048,1747,-785,7361,8583,14372,13013,7206,5926,8336,19429,21715,3972,-6562,-13019,8127,11091,-403,-8197,-10470,12149,6809,-15516,-20592,-2804,8960,-11140,-10241,3555,2389,12696,16277,15995,15622,31803,14599,-5227,-23064,-23052,-23201,-22608,-21559,-6445,176,1936,-162,-314,-12841,-7076,11302,15561,13984,5445,2537,16504,6507,-2443,-2682,8244,11419,14599,14422,6139,17645,18696,10565,821,6042,13108,12647,17387,15906,8292,494,-7323,-9935,-349,3805,2520,-2620,-4108,-16401,-16075,-2404,1977,8179,17811
65,104.6400000000000148,7613,7644,9733,-84,-10235,-4668,1020,-222,-2405,-734,-6023,-1286,-768,-179,-2203,5749,7427,11370,8483,6829,3234,7508,19438,24757,-2407,-7561,-5270,4641,8801,1919,-8704,-16633,-1748,8925,-2338,-15566,-7926,5388,-5046,-10287,-3691,-1790,6731,10049,9660,14629,14916,-9823,-23010,-23939,-24066,-22178,-17177,-13457,-44,1751,2463,5897,1140,-13217,-4748,11513,18504,16579,6631,2517,14616,7947,3322,-2595,4117,8325,12667,11542,4302,13637,12681,6400,1376,6689,12039,14497,16489,10677,2881,-3610,-8365,-7404,-386,366,-204,-4830,-3235,-9730,-12969,-3340,-307,9080,19891
66,107.8400000000000176,3633,3654,6423,3082,-7404,-8840,-2139,449,-1637,-1217,-6073,-4007,-3224,709,-2595,3091,3729,2531,2071,8324,482,6199,16975,22851,-6830,-6399,1092,-2809,7176,1370,-4256,-15179,-14650,11186,10770,-8230,-10307,1447,1557,-7984,-7894,-4984,1222,4486,5377,4709,-11037,-24510,-23717,-24957,-22102,-1186,-6744,-3990,3750,274,839,9528,5460,-9555,-1092,12031,22231,19697,7837,2471,7989,6833,6959,-551,532,5185,6602,7832,3567,7175,6164,2534,2647,7312,11417,13306,13409,2897,-1673,-5379,-7620,-4683,-523,-1845,-2119,-5012,-3860,-5224,-9784,-2564,241,8016,18180
67,111.0400000000000205,-667,-700,3973,3296,-3843,-10177,-4160,-564,-1574,-611,-5355,-6094,-5021,1619,-2169,2207,-13,-4206,-2283,9660,81,3831,13941,14649,-9593,-6919,-517,-8638,892,3192,4747,-4429,-18618,8495,18792,-894,-11004,-1141,5436,-3985,-8355,-5203,-1301,1789,1509,-11665,-26172,-25250,-24591,-14916,7972,13989,872,1726,4329,-695,-29,11995,8114,-3045,-362,11069,23716,20277,5320,-176,1120,4149,6833,2145,-1753,1073,-1333,4604,2484,746,-4,-182,3545,7038,10449,9936,8925,-4056,-4328,-5317,-6035,-3489,-1133,-3079,-3012,-4552,-4803,-2816,-6694,-1041,1411,7307,13510
68,114.2400000000000091,-4847,-4869,992,2370,-1463,-8972,-5228,-983,-218,386,-5081,-6954,-5674,1111,-847,1064,-3526,-6850,-4645,8565,383,2855,11083,3995,-11000,-7684,-3859,-8138,-4445,6353,12643,7001,-13559,1310,17551,2285,-10112,-5235,6254,1629,-6516,-1809,-2123,2295,-4068,-21501,-26993,-26112,-14884,16429,23589,15762,4209,2412,1371,669,1943,13640,7459,557,-474,8396,20443,17253,2484,-4078,-3371,650,3679,3911,-1695,-3771,-7754,1292,422,-3011,-4784,-2319,3710,5857,8117,5650,3812,-8173,-5383,-4317,-4874,-3182,-2025,-3821,-3234,-3893,-5062,-1128,-3701,88,2280,6128,7777
